sentence,tags
Die Menge der heute durch öffentliche Netzwerke verfügbaren und für die kultur- und geisteswissenschaftliche Forschung relevanten Kollektionen steigt nicht zuletzt aufgrund der Verwendung von Zugriffs- und Beschreibungsstandards stetig an und bietet Forscherinnen und Forschern einen potenziellen Zugang zu einer Vielzahl heterogener Ressourcen .,ART NN ART ADV APPR ADJA NN ADJA KON APPR ART TRUNC KON ADJA NN ADJA NN VVFIN PTKNEG ADV APPR ART NN APPR TRUNC KON NN ADJD PTKVZ KON VVFIN NN KON NN ART ADJA NN APPR ART NN ADJA NN $.
"In diesem Beitrag stellen wir eine neuartige Föderationsarchitektur vor , die auf eine Erfassung und fallbasierte Zusammenführung von Forschungsdaten nach den individuellen Bedürfnissen von Forschungsprojekten abzielt .","APPR PDAT NN VVFIN PPER ART ADJA NN PTKVZ $, PRELS APPR ART NN KON ADJA NN APPR NN APPR ART ADJA NN APPR NN VVFIN $."
"Digitale Sammlungen werden zentral verzeichnet , zu der Vermeidung von Informationsverlusten jedoch nicht harmonisiert , sondern in Form von Beziehungen auf Schemaebene assoziiert , wodurch die Verwendung einer dynamisch föderierten Datenbasis in breiten und interdisziplinären , wie auch in fachspezifischen Anwendungskontexten ermöglicht werden kann . [ 3 ]","ADJA NN VAFIN ADJD VVPP $, APPR ART NN APPR NN ADV PTKNEG VVPP $, KON APPR NN APPR NN APPR NN VVPP $, PWAV ART NN ART ADJD ADJA NN APPR ADJA KON ADJA $, KOKOM ADV APPR ADJA NN VVPP VAINF VMFIN $. $( CARD $("
Ein übergeordnetes Ziel besteht insbesondere in der Nutzbarmachung des durch Experten hinterlegten Wissens zu Kollektionen und Daten sowie deren Beziehungen für einen weiten Anwenderkreis .,ART ADJA NN VVFIN ADV APPR ART NN ART APPR NN ADJA NN APPR NN KON NN KON PDAT NN APPR ART ADJA NN $.
2. Anwendungskontext,ADV NN
Traditionelle Integrationsansätze folgen häufig dem Muster eines physisch harmonisierten Datenbestands auf Basis eines zentralen Schemas . [ 4 ],ADJA NN VVFIN ADJD ART NN ART ADJD ADJA NN APPR NN ART ADJA NN $. $( CARD $(
"Verteilte und heterogene , semi-strukturierte Daten werden hierbei in ein gemeinsames Schema übersetzt und stehen für eine einfache Weiterverarbeitung in integrierter Form zu der Verfügung .","ADJA KON ADJA $, ADJA NN VAFIN ADV APPR ART ADJA NN VVPP KON VVFIN APPR ART ADJA NN APPR ADJA NN APPR ART NN $."
Eine zentrale Aufgabe dieses Ansatzes besteht in der Umsetzung eines hinsichtlich der notwendigen Granularität geeigneten Integrationsschemas .,ART ADJA NN PDAT NN VVFIN APPR ART NN ART APPR ART ADJA NN ADJA NN $.
"In Bezug auf die Digital Humanities als ganzheitliche Anwendungsdomäne , die sich in Form spezifischer , interdisziplinärer und auch übergreifender Informationsbedürfnisse äußert , führt die Integration aller Disziplinen und Perspektiven jedoch entweder zu Schemata kaum verwaltbarer Komplexität oder – bei der Verwendung eines einfachen Modells , wie z. dem B. Dublin Core ( DCES ) – zu dem Verlust großer Anteile disziplinspezifischer Information .","APPR NN APPR ART ADJA NN APPR ADJA NN $, PRELS PRF APPR NN ADJA $, ADJA KON ADV ADJA NN VVFIN $, VVFIN ART NN PIAT NN KON NN ADV KON APPR NN ADV ADJA NN KON $( APPR ART NN ART ADJA NN $, KOKOM APPR ART NN NE NE $( NE $( $( APPR ART NN ADJA NN ADJA NN $."
"Für die Konzeption der in DARIAH-DE umgesetzten Föderationsarchitektur werden in dem Folgenden zwei Anwendungsfälle vorgestellt , deren unterschiedliche Anforderungen die Einschränkungen eines solchen zentralistischen Integrationsansatzes verdeutlichen .","APPR ART NN ART APPR NE ADJA NN VAFIN APPR ART NN CARD NN VVPP $, PRELAT ADJA NN ART NN ART PIAT ADJA NN VVFIN $."
2.1 Generische Suche,ADV ADJA NN
"Mit der generischen Suche verfolgt DARIAH-DE das Ziel , eine übergreifende Suchmöglichkeit zu schaffen , welche die Eigenschaften der Breiten- und Tiefensuche so vereint , dass eine dynamische Anpassung der Suche – z. dem B. in dem Hinblick auf eine mögliche Facettierung – erreicht werden kann . [ 5 ]","APPR ART ADJA NN VVFIN NE ART NN $, ART ADJA NN PTKZU VVINF $, PRELS ART NN ART TRUNC KON NN ADV VVFIN $, KOUS ART ADJA NN ART NN $( APPR ART NN APPR ART NN APPR ART ADJA NN $( VVPP VAINF VMFIN $. $( CARD $("
Die übergreifende Suche in eng assoziierten Datenquellen erlaubt – unter Anwendung der in der DARIAH-DE Crosswalk Registry definierten Assoziationen und Transformationsregeln – eine detaillierte Auseinandersetzung mit den betrachteten Daten ( Tiefensuche ) .,ART ADJA NN APPR ADJD ADJA NN VVFIN $( APPR NN ART APPR ART NE NN NN ADJA NN KON NN $( ART ADJA NN APPR ART ADJA NN $( NN $( $.
Mit einer wachsenden Zahl einbezogener Kollektionen wird die Granularität der Betrachtung und Facettierung ggf. mangels vorhandener Verbindungen reduziert und nimmt die Form einer Breitensuche ein .,APPR ART ADJA NN ADJA NN VAFIN ART NN ART NN KON NN ADV APPR ADJA NN VVPP KON VVFIN ART NN ART NN PTKVZ $.
"Für die dynamische Funktionalität der generischen Suche ist die ad-hoc-Integration ausgewählter Kollektionen basierend auf den für eine konkrete Anfrage relevanten Kollektionen und den zwischen diesen vorliegenden Assoziationen erforderlich , um die jeweils zu der Verfügung stehende Granularität von Daten nutzen zu können .","APPR ART ADJA NN ART ADJA NN VAFIN ART NN ADJA NN ADJD APPR ART APPR ART ADJA NN ADJA NN KON ART APPR PDAT ADJA NN ADJD $, KOUI ART ADV APPR ART NN ADJA NN APPR NN VVINF PTKZU VMINF $."
2.2 Datenintegration,ADV NN
"in dem Gegensatz zu der dynamischen , strukturellen Adaption der generischen Suche an die Zusammensetzung der für eine Anfrage ausgewählten Kollektionen zielen Lösungen der Datenintegration oftmals auf eine Konsolidierung einer a-priori definierten Auswahl von Datenquellen ab . [ 6 ]","APPR ART NN APPR ART ADJA $, ADJA NN ART ADJA NN APPR ART NN ART APPR ART NN ADJA NN VVFIN NN ART NN ADV APPR ART NN ART ADV ADJA NN APPR NN PTKVZ $. $( CARD $("
"Anforderungen an eine kollektionsübergreifende Integration sind wesentlich von der verfolgten Forschungsfrage abhängig und können z. dem B. in dem Kontext der Ablösung von Systemen durch Neuentwicklungen , aber auch für die Ausweitung der Datenbasis einer bestehenden Analyse- und Visualisierungslösung , wie beispielsweise dem DARIAH-DE Geobrowser [ 7 ] , auftreten .","NN APPR ART ADJA NN VAFIN ADJD APPR ART ADJA NN ADJD KON VMFIN APPR ART NN APPR ART NN ART NN APPR NN APPR NN $, KON ADV APPR ART NN ART NN ART ADJA TRUNC KON NN $, KOKOM ADV ART NE NN $( CARD $( $, VVINF $."
"Die Anwendung eines zentralen Integrationsschemas bzw. einer zentralen Ontologie führt in dem Fall der Datenintegration in dem Gesamtkontext der Digital Humanities zu Problemen , insbesondere wenn eine spezifische Auswahl von Kollektionen für konkrete Forschungsfragen zusammengefasst werden soll .","ART NN ART ADJA NN KON ART ADJA NN VVFIN APPR ART NN ART NN APPR ART NN ART ADJA NN APPR NN $, ADV KOUS ART ADJA NN APPR NN APPR ADJA NN VVPP VAINF VMFIN $."
"Werden so beispielsweise Kollektionen aus archäologischen und kunsthistorischen Kontexten integriert , so führt die direkte Integration der spezifischen Datenstrukturen zu einem erhöhten Informationsgehalt gegenüber einer globalen Struktur , die den Fachspezifika nicht gerecht werden kann .","VAFIN ADV ADV NN APPR ADJA KON ADJA NN VVPP $, ADV VVFIN ART ADJA NN ART ADJA NN APPR ART ADJA NN APPR ART ADJA NN $, PRELS ART NN PTKNEG ADJD VAINF VMFIN $."
3. Föderationsarchitektur,ADV NN
"Die in DARIAH-DE gewählte Architektur ( Abbildung 1 ) besteht aus der Collection Registry zu der Verzeichnung von Kollektionen , der Schema Registry zu der Verwaltung von Schemata , und der Crosswalk Registry zu der Beschreibung von Assoziationen zwischen verschiedenen Schemata .","ART APPR NE ADJA NN $( NN CARD $( VVFIN APPR ART NN NN APPR ART NN APPR NN $, ART NN NN APPR ART NN APPR NN $, KON ART NN NN APPR ART NN APPR NN APPR ADJA NN $."
Integrative Dienste wie die generische Suche setzen für die Interpretation und Verarbeitung von Daten der verzeichneten Kollektionen auf den durch die Registries angebotenen Webservices auf .,ADJA NN KOKOM ART ADJA NN VVFIN APPR ART NN KON NN APPR NN ART ADJA NN APPR ART APPR ART NN ADJA NN PTKVZ $.
Abb. 1 : Komponenten und Zusammenwirken der Föderationsarchitektur [ eigene Darstellung ] .,NN CARD $. NN KON NN ART NN $( ADJA NN $( $.
"Für eine Forscherin oder einen Forscher , die oder der eine Sammlung in dem Rahmen der Förderationsarchitektur registrieren und damit für die Suche , Analyse und den Vergleich mit anderen Sammlungen zu der Verfügung stellen möchte , ergibt sich in dem Zusammenspiel mit der generischen Suche ein Ablauf in vier Schritten ( Abbildung 2 ) :","APPR ART NN KON ART NN $, PRELS KON PRELS ART NN APPR ART NN ART NN VVINF KON PAV APPR ART NN $, NN KON ART NN APPR ADJA NN APPR ART NN VVINF VMFIN $, VVFIN PRF APPR ART NN APPR ART ADJA NN ART NN APPR CARD NN $( NN CARD $( $."
Das Besondere dabei : in dem goldspatz findet sich ausschließlich Mode von skandinavischen Designern .,ART NN PAV $. APPR ART NE VVFIN PRF ADJD NN APPR ADJA NN $.
Das zeigt sich sowohl an den Designs der Kinder- als auch der Erwachsenenmode und ganz klar natürlich auch an den Spielwaren .,PDS VVFIN PRF KON APPR ART NN ART TRUNC KON ADV ART NN KON ADV ADJD ADJD ADV APPR ART NN $.
"Die Schnitte und Designs sind mutiger , die Farbkombinationen ersparen einem die leidige Junge = blau = Powerranger , Mädchen = pink = Prinzessin Codierung .","ART NN KON NN VAFIN ADJD $, ART NN VVFIN PIS ART ADJA NN XY ADJD XY NN $, NN XY ADJD XY NN NN $."
"Der goldspatz bietet eine große Bandbreite an schöner Kindermode , die sich klar von dem Einheitsbrei abgrenzt .","ART NE VVFIN ART ADJA NN APPR ADJA NN $, PRELS PRF ADJD APPR ART NN VVFIN $."
"Wer darüber hinaus in den 70ern aufgewachsen ist , wird sicher das eine oder andere wirklich schöne Déjà vu haben .","PWS PAV APZR APPR ART NN VVPP VAFIN $, VAFIN ADJD ART ADJA KON ADJA ADJD ADJA NN NN VAINF $."
Aber nicht nur für die Kinder gibt Besonderes .,KON PTKNEG ADV APPR ART NN VVFIN NN $.
"Die Schwangeren-Mode bietet Zeitloses , Elegantes und Sportliches – für jede Gelegenheit etwas dabei , nicht zuletzt auch für Berufstätige .","ART NN VVFIN NN $, NN KON NN $( APPR PIAT NN PIS PAV $, PTKNEG ADV ADV APPR NN $."
"Inhaberin Vanessa Schmack berichtet , dass die Sommerkollektion nicht nur bei Schwangeren , sondern bei Frauen in dem Allgemeinen sehr gut angekommen ist .","NN NE NE VVFIN $, KOUS ART NN PTKNEG ADV APPR NN $, KON APPR NN APPR ART NN ADV ADJD VVPP VAFIN $."
Ich glaub es gerne .,PPER VVFIN PPER ADV $.
Hier lohnt sich nicht nur der Blick auf die kuscheligen Yoga-Anzüge !,ADV VVFIN PRF PTKNEG ADV ART NN APPR ART ADJA NN $.
"Erstaunlich für mich , die ich auf dem Gebiet so überhaupt nicht bewandert bin war vor allem , wie schön auch Funktionales sein kann .","ADJD APPR PPER $, PRELS PPER APPR ART NN ADV ADV PTKNEG ADJD VAFIN VAFIN APPR PIS $, PWAV ADJD ADV NN VAINF VMFIN $."
"Wer sich beispielsweise die Stillmode von Boobs anschaut , fragt sich zwangsläufig , warum man immer noch ständig stillende Mütter mit bloßen Brüsten auf öffentlichen Plätzen gibt , wenn es so pfiffige Alternativen gibt .","PWS PRF ADV ART NN APPR NE VVFIN $, VVFIN PRF ADJD $, PWAV PIS ADV ADV ADJD ADJA NN APPR ADJA NN APPR ADJA NN VVFIN $, KOUS PPER ADV ADJA NN VVFIN $."
"Darüber hinaus gibt es schöne Wäsche gibt es für Kleine und Große , Spielwaren in allen Kuschelkategorien und Playsam Spielwaren , die eher an Objektkunst erinnern und sich sicherlich auch so sehr gut in dem Regal machen .","PAV APZR VVFIN PPER ADJA NN VVFIN PPER APPR NN KON NN $, NN APPR PIAT NN KON NE NN $, PRELS ADV APPR NN VVFIN KON PRF ADV ADV ADV ADV ADJD APPR ART NN VVFIN $."
"Wer in dem goldspatz einkaufen geht , der muss die Kinder übrigens nicht zu Hause lassen , alles steht so , dass Kinderhände keinen Schaden anrichten und Mütter sich in Ruhe ( ! ) umschauen können .","PWS APPR ART NE VVINF VVFIN $, PRELS VMFIN ART NN ADV PTKNEG APPR NN VVINF $, PIS VVFIN ADV $, KOUS NN PIAT NN VVFIN KON NN PRF APPR NN $( $. $( VVINF VMFIN $."
Die Kleinen können sich derweil beispielsweise in dem eigens dafür gebauten Tunnel austoben .,ART NN VMFIN PRF ADV ADV APPR ART ADV PAV ADJA NN VVINF $.
"Wenn die Zeit mal knapp wird , und das kann mit Kindern ja schnell mal passieren , dann öffnet der goldspatz auf Verabredung auch schon mal nach den Öffnungszeiten .","KOUS ART NN ADV ADJD VAFIN $, KON PDS VMFIN APPR NN ADV ADJD ADV VVINF $, ADV VVFIN ART NE APPR NN ADV ADV ADV APPR ART NN $."
Vanessa Schmack ist da flexibel .,NE NE VAFIN ADV ADJD $.
Sie bietet ihren Kundinnen größtmöglichen Service in ihrem kleinen Reich .,PPER VVFIN PPOSAT NN ADJA NN APPR PPOSAT ADJA NN $.
"Bemühungen , die sich bereits jetzt schon auszahlen , denn etwas mehr als 6 Monate nach Eröffnung der goldspatz über die Grenzen Bonns hinaus zu einer der ersten Adressen für Kinder und Schwangeren Mode geworden .","NN $, PRELS PRF ADV ADV ADV VVFIN $, KON ADV PIS APPR CARD NN APPR NN ART NE APPR ART NN NE APZR APPR PIS ART ADJA NN APPR NN KON NN NN VAPP $."
"goldspatz ist ein Conceptstore , der sich an alle richtet , die Schönes abseits von dem Allerlei suchen .","NE VAFIN ART NN $, PRELS PRF APPR PIS VVFIN $, PRELS NN ADV APPR ART NN VVFIN $."
"Hinzu kommt , dass Vanessa Schmack Wert darauf legt , dass die Mode , Labels und Designer mit denen sie zusammen arbeitet nach Möglichkeit Organic-Mode anbieten .","PTKVZ VVFIN $, KOUS NE NE NN PAV VVFIN $, KOUS ART NN $, NN KON NN APPR PRELS PPER PTKVZ VVFIN APPR NN NN VVFIN $."
Um größtmögliche Unbedenklichkeit für die Kleinen und Kleinsten zu gewährleisten .,KOUI ADJA NN APPR ART NN KON NN PTKZU VVINF $.
"Übrigens , Goldspatz heißt der goldspatz , weil der Name die Zeitlosigkeit und Eleganz des Ladenkonzeptes widerspiegeln sollte und weil er nicht nur Kindern sondern auch Mütter ansprechen sollte .","ADV $, NN VVFIN ART NE $, KOUS ART NN ART NN KON NN ART NN VVINF VMFIN KON KOUS PPER PTKNEG ADV NN KON ADV NN VVINF VMFIN $."
Meiner Meinung nach ist das 100 % gelungen .,PPOSAT NN APPO VAFIN PDS CARD NN VVPP $.
"Ein wirklich schöner Laden , der eine kleine Oase abseits von dem Zentrumsramsch darstellt , der hält , was er verspricht .","ART ADJD ADJA NN $, PRELS ART ADJA NN ADV APPR ART NN VVFIN $, PRELS VVFIN $, PRELS PPER VVFIN $."
Ein Besuch lohnt sich definitiv auch unabhängig von Kindern und Mutterschaft .,ART NN VVFIN PRF ADJD ADV ADJD APPR NN KON NN $.
Ganz ehrlich ?,ADV ADJD $.
"Ich muss nicht schwanger sein , Kinder haben oder Geschenke suchen um dort auch für mich fündig zu werden .","PPER VMFIN PTKNEG ADJD VAINF $, NN VAINF KON NN VVINF KOUI ADV ADV APPR PPER ADJD PTKZU VAINF $."
"Wenn es die kleinen Sachen jetzt noch 20 Nummern größer gibt , ist die nächste Stammkundin sicher !","KOUS PPER ART ADJA NN ADV ADV CARD NN ADJD VVFIN $, VAFIN ART ADJA NN ADJD $."
"Also los , geht entdecken !","ADV ADV $, VVIMP VVINF $."
Weihnachten kommt immer näher und in der Thomas-Mann-Strasse wird man immerhin nicht von Shoppern über den Haufen gerannt :),NN VVFIN ADV ADJD KON APPR ART NN VAFIN PIS ADV PTKNEG APPR NN APPR ART NN VVPP EMO
"Wer sich danach noch ein wenig ausruhen möchte , der geht einfach nach Nebenan in das Petit Café .","PWS PRF PAV ADV ART PIS VVINF VMFIN $, PRELS VVFIN ADV APPR NN APPR ART NE NE $."
Aber das ist eine andere Geschichte …,KON PDS VAFIN ART ADJA NN $(
"goldspatz , Thomas-Mann-Straße 41 , 53111 Bonn","NE $, NN CARD $, CARD NE"
Öffnungszeiten : Montag bis Freitag : 10.00 – 18.00 Uhr,NN $. NN APPR NN $. CARD $( CARD NN
Samstag : 10.00 – 16.00 Uhr und nach Vereinbarung,NN $. CARD $( CARD NN KON APPR NN
http://www.goldspatz.com/ Luur ooch von Melanie,NE FM FM APPR NE
"Cupcakeliebe - food , fashion & fun","NN $( FM $, FM FM FM"
Skip to content,FM FM FM
Home,FM
Food & Rezepte,NN KON NN
Fashion & Beauty,NN KON NN
Fun & Lifestyle,NN KON NN
About,FM
8 Tipps für gelungene Cake Pops,CARD NN APPR ADJA NN NN
"20. März 2014 by Wiebke , in category Allgemein , Food & Rezepte","ADJA NN CARD FM NE $, APPR NN ADJD $, NN KON NN"
"Aller Anfang ist schwer , und das gilt ganz besonders für die Zubereitung von Cake Pops .","PIAT NN VAFIN ADJD $, KON PDS VVFIN ADV ADV APPR ART NN APPR NN NN $."
"Auch ich hatte anfangs so meine Probleme , Cake Pops richtig gut hinzukriegen und musste lange üben , bis ich sie so schön hinbekommen habe , wie sie jetzt immer werden .","ADV PPER VAFIN ADV ADV PPOSAT NN $, NN NN ADV ADJD VVIZU KON VMFIN ADV VVINF $, KOUS PPER PPER ADV ADJD VVPP VAFIN $, PWAV PPER ADV ADV VAFIN $."
Mittlerweile bin ich aber sehr zufrieden mit den Ergebnissen und konnte viele Erfahrungen sammeln .,ADV VAFIN PPER ADV ADV ADJD APPR ART NN KON VMFIN PIAT NN VVINF $.
"Die möchte ich gerne mit euch teilen und euch daher heute ein paar Tipps für Cake Pops geben , acht um genau zu sein .","PDS VMFIN PPER ADV APPR PPER VVINF KON PPER PAV ADV ART PIAT NN APPR NN NN VVINF $, CARD KOUI ADJD PTKZU VAINF $."
von dem Kuchen über Frosting und Glasur bis hin zu der Dekoration und Präsentation geht es dabei entlang des gesamten Entstehungsprozesses von Cake Pops .,APPR ART NN APPR NN KON NN APPR ADV APPR ART NN KON NN VVFIN PPER PAV APPR ART ADJA NN APPR NN NN $.
1. Kuchen für Cake Pops,ADV NN APPR NN NN
1.1. Kuchen für Cake Pops backen,ADV NN APPR NN NN VVINF
"Die Grundlage für Cake Pops ist ein Kuchen , der später zerbröselt und mit einem Frosting vermengt wird und so die richtige Konsistenz zu dem Formen der Kugeln bekommt .","ART NN APPR NN NN VAFIN ART NN $, PRELS ADJD VVPP KON APPR ART NN VVPP VAFIN KON ADV ART ADJA NN APPR ART NN ART NN VVFIN $."
"Wichtig dabei ist , dass der Kuchen komplett ausgekühlt ist .","ADJD PAV VAFIN $, KOUS ART NN ADJD VVPP VAFIN $."
"Damit der Cake Pops Teig später auch keine harten Stückchen enthält , sollte außerdem der Rand abgschnitten und nicht mitverarbeitet werden .","KOUS ART NN NN NN ADJD ADV PIAT ADJA NN VVFIN $, VMFIN PAV ART NN VVPP KON PTKNEG VVPP VAFIN $."
Meine Tipps daher :,PPOSAT NN PAV $.
"Wenn ihr die Zeit habt , dann backt den Kuchen bereits einen Tag vorher , bevor ihr die Cake Pops macht .","KOUS PPER ART NN VAFIN $, ADV VVIMP ART NN ADV ART NN ADV $, KOUS PPER ART NN NN VVFIN $."
"Lasst ihn auf Zimmertemperatur abkühlen , zerbröselt ihn und stellt ihn bereits über Nacht in den Kühlschrank .","VVIMP PPER APPR NN VVINF $, VVIMP PPER KON VVIMP PPER ADV APPR NN APPR ART NN $."
Schneidet den Rand und eventuell verbrannte Stellen von dem Kuchen ab und nutzt nur die schön weichen Bestandteile des Kuchens für den Cake Pops Teig .,VVIMP ART NN KON ADJD ADJA NN APPR ART NN PTKVZ KON VVIMP ADV ART ADJD ADJA NN ART NN APPR ART NN NN NN $.
1.2. Kuchen für Cake Pops kaufen,ADV NN APPR NN NN VVINF
"Um sich ein wenig Arbeit zu ersparen , kann man zu dem Cake Pops machen auch einen bereits fertigen Kuchen kaufen .","KOUI PRF ART PIAT NN PTKZU VVINF $, VMFIN PIS APPR ART NN NN VVINF ADV ART ADV ADJA NN VVINF $."
"Da diese meist einen Schokoladenüberzug haben , muss der natürlich abgeschnitten werden .","KOUS PDS ADV ART NN VAFIN $, VMFIN PDS ADJD VVPP VAINF $."
Das Innere des Kuchens wird dann zu dem Cake Pops Teig weiterverarbeitet .,ART NN ART NN VAFIN ADV APPR ART NN NN NN VVPP $.
"Ich nutze gekaufte Kuchen für Cake Pops nur selten , da mir diese immer sehr fettig vorkommen .","PPER VVFIN ADJA NN APPR NN NN ADV ADJD $, KOUS PPER PDS ADV ADV ADJD VVFIN $."
Außerdem ist hier die Geschmacksvielfalt auch nicht so groß .,PAV VAFIN ADV ART NN ADV PTKNEG ADV ADJD $.
Selbstgebacken schmeckt eben doch noch am besten .,ADJD VVFIN ADV ADV ADV PTKA ADJD $.
Meine Tipps :,PPOSAT NN $.
"Wenn ihr einen gekauften Kuchen verwendet , entfernt den Schokoladenüberzug und nutzt nur das Innere des Kuchens für den Cake Pops Teig .","KOUS PPER ART ADJA NN VVFIN $, VVIMP ART NN KON VVIMP ADV ART NN ART NN APPR ART NN NN NN $."
"Besser aber , ihr nehmt euch die Zeit und backt den Kuchen für die Cake Pops selbst .","ADJD ADV $, PPER VVFIN PRF ART NN KON VVIMP ART NN APPR ART NN NN ADV $."
1.3. Kekse für Cake Pops verwenden,ADV NN APPR NN NN VVINF
"Um Cake Pops zu machen , kann man auch Kekse verwenden .","KOUI NN NN PTKZU VVINF $, VMFIN PIS ADV NN VVINF $."
Auch diese werden zerbröselt und mit einem Frosting zu dem Cake Pops Teig verarbeitet .,ADV PDS VAFIN VVPP KON APPR ART NN APPR ART NN NN NN VVPP $.
"Da Kekse meist trockener sind als Kuchen , benötigt man hierfür meist mehr Frosting , damit die Kugeln später nicht zerfallen , wenn die Stiele hineingesteckt werden .","KOUS NN ADV ADJD VAFIN KOKOM NN $, VVFIN PIS PAV ADV PIAT NN $, KOUS ART NN ADJD PTKNEG VVFIN $, KOUS ART NN VVPP VAFIN $."
Meine Tipps :,PPOSAT NN $.
"Um Kekse so klein wie möglich zu zerbröseln und somit eine gute Grundlage für den Cake Pops Teig zu erhalten , zermahlt diese entweder in einer Küchenmaschine oder tut die Kekse in einen Gefrierbeutel und bearbeitet diesen mit einem Nudelholz .","KOUI NN ADV ADJD KOKOM ADJD PTKZU VVINF KON ADV ART ADJA NN APPR ART NN NN NN PTKZU VVINF $, VVIMP PDS KON APPR ART NN KON VVIMP ART NN APPR ART NN KON VVIMP PDS APPR ART NN $."
Verwendet bei Cake Pops aus Keksen mehr Frosting .,VVIMP APPR NN NN APPR NN PIAT NN $.
2. Frostings für Cake Pops,ADV NN APPR NN NN
"Ihr habt einen Kuchen oder Kekse für eure Cake Pops , nun benötigt ihr noch ein Frosting , das damit vermengt wird , damit der Cake Pops Teig die richtige Konsistenz erhält und die Kugeln daraus geformt werden können .","PPER VAFIN ART NN KON NN APPR PPOSAT NN NN $, ADV VVFIN PPER ADV ART NN $, PRELS PAV VVPP VAFIN $, KOUS ART NN NN NN ART ADJA NN VVFIN KON ART NN PAV VVPP VAINF VMFIN $."
"Hier kann man ziemlich viele verschiedene Dinge verwenden , hauptsache sie kleben die Kuchenkrümel schön zusammen .","ADV VMFIN PIS ADV PIAT ADJA NN VVINF $, NN PPER VVFIN ART NN ADJD PTKVZ $."
Als Frosting für Cake Pops eignen sich : Buttercreme Ganache Mascarpone-Frosting Nutella Marshmallow-Fluff Marmelade Sirup etc.,APPR NN APPR NN NN VVFIN PRF $. NN NN NN NN NN NN NN ADV
Allgemeine Erklärung der Menschenrechte,ADJA NN ART NN
Resolution 217 A ( III ) der Generalversammlung von dem 10. Dezember 1948 Präambel,NN CARD XY $( CARD $( ART NN APPR ART ADJA NN CARD NN
